DateTime,PairID,PairName,Open,High,Low,Close,Volume,Spread,SMA_10,SMA_50,Trend,RSI_14,RSI_Signal,EMA_12,EMA_26,MACD,MACD_Signal_Line,MACD_Histogram,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,BB_Signal,ATR_14,Trend_Score,RSI_Score,MACD_Score,BB_Score,TechnicalScore,TechnicalSignal
2023-01-01 00:00:00,1,EUR/USD,1.08103,1.08103,1.08019,1.08054,2651,0.9,,,HOLD,,NEUTRAL,1.08054,1.08054,0.0,0.0,0.0,NEUTRAL,,,,NEUTRAL,,0,0,0,0,0,HOLD
2023-01-01 01:00:00,1,EUR/USD,1.0801,1.08043,1.07974,1.08028,2292,1.0,,,HOLD,,NEUTRAL,1.0805,1.080520740740741,-2.0740740740876618e-05,-4.148148148175324e-06,-1.6592592592701295e-05,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 02:00:00,1,EUR/USD,1.08036,1.08158,1.07961,1.08054,1796,1.2,,,HOLD,,NEUTRAL,1.0805061538461538,1.0805221673525378,-1.601350638402721e-05,-6.5212197953457015e-06,-9.492286588681507e-06,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 03:00:00,1,EUR/USD,1.08068,1.08126,1.07973,1.08088,4019,1.4,,,HOLD,,NEUTRAL,1.0805636686390532,1.0805486734745722,1.4995164481002021e-05,-2.217942940076157e-06,1.721310742107818e-05,BUY,,,,NEUTRAL,,0,0,1,0,1,BUY
2023-01-01 04:00:00,1,EUR/USD,1.08042,1.08042,1.07967,1.0803,2207,1.6,,,HOLD,,NEUTRAL,1.080523104233045,1.0805302532171965,-7.148984151550408e-06,-3.2041511823710075e-06,-3.9448329691794e-06,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 05:00:00,1,EUR/USD,1.07981,1.08053,1.07981,1.07998,2972,1.9,,,HOLD,,NEUTRAL,1.0804395497356534,1.0804894937196265,-4.994398397317745e-05,-1.2552117740532298e-05,-3.739186623264515e-05,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 06:00:00,1,EUR/USD,1.08023,1.08153,1.08023,1.08087,1534,2.0,,,HOLD,,NEUTRAL,1.0805057728532452,1.0805176793700246,-1.190651677940302e-05,-1.2422997548306444e-05,5.164807689034239e-07,BUY,,,,NEUTRAL,,0,0,1,0,1,BUY
2023-01-01 07:00:00,1,EUR/USD,1.08075,1.0812,1.08061,1.08108,1350,1.1,,,HOLD,,NEUTRAL,1.0805941154912075,1.0805593327500227,3.47827411848467e-05,-2.981849801675815e-06,3.7764590986522516e-05,BUY,,,,NEUTRAL,,0,0,1,0,1,BUY
2023-01-01 08:00:00,1,EUR/USD,1.08001,1.08116,1.08001,1.08058,3505,0.9,,,HOLD,,NEUTRAL,1.0805919438771756,1.0805608636574284,3.108021974718156e-05,3.83056410809566e-06,2.72496556390859e-05,BUY,,,,NEUTRAL,,0,0,1,0,1,BUY
2023-01-01 09:00:00,1,EUR/USD,1.08046,1.08048,1.07969,1.08017,4348,0.9,1.080522,,HOLD,,NEUTRAL,1.0805270294345333,1.080531910793915,-4.881359381814221e-06,2.0881794101136835e-06,-6.969538791927905e-06,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 10:00:00,1,EUR/USD,1.07958,1.07958,1.07908,1.07926,2345,1.2,1.0803939999999999,,HOLD,,NEUTRAL,1.0803321018292205,1.080437695179551,-0.00010559335033044626,-1.9448126537998308e-05,-8.614522379244795e-05,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 11:00:00,1,EUR/USD,1.07933,1.0797,1.07858,1.07906,3457,1.4,1.0802720000000001,,HOLD,,NEUTRAL,1.0801363938554942,1.0803356436847695,-0.00019924982927532753,-5.5408467085464153e-05,-0.00014384136218986338,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 12:00:00,1,EUR/USD,1.07995,1.07995,1.07926,1.07945,2928,1.4,1.080163,,HOLD,,NEUTRAL,1.0800307948008028,1.0802700404488608,-0.0002392456480579952,-9.217590327997037e-05,-0.00014706974477802484,SELL,,,,NEUTRAL,,0,0,-1,0,-1,SELL
2023-01-01 13:00:00,1,EUR/USD,1.08068,1.08136,1.08068,1.08114,5020,1.4,1.080189,,HOLD,54.31034482758527,NEUTRAL,1.0802014417545256,1.0803344818970932,-0.00013304014256765306,-0.00010034875113750693,-3.269139143014614e-05,SELL,,,,NEUTRAL,0.0011614285714286149,0,0,-1,0,-1,SELL
2023-01-01 14:00:00,1,EUR/USD,1.08073,1.0811,1.0801,1.0809,1989,1.9,1.080249,,HOLD,52.49999999999915,NEUTRAL,1.0803089122538294,1.0803763721269382,-6.74598731087439e-05,-9.377097553175433e-05,2.631110242301042e-05,BUY,,,,NEUTRAL,0.0011757142857143274,0,0,1,0,1,BUY
2023-01-01 15:00:00,1,EUR/USD,1.08044,1.08063,1.07973,1.08036,3488,1.0,1.0802869999999998,,HOLD,50.534759358289264,NEUTRAL,1.0803167719070865,1.0803751593767945,-5.8387469707987805e-05,-8.669427436700102e-05,2.8306804659013218e-05,BUY,,,,NEUTRAL,0.0012021428571428819,0,0,1,0,1,BUY
2023-01-01 16:00:00,1,EUR/USD,1.08036,1.08099,1.08009,1.08047,2450,1.8,1.080247,,HOLD,49.52251023192353,NEUTRAL,1.0803403454598424,1.0803821846081432,-4.183914830080404e-05,-7.772324915376163e-05,3.588410085295759e-05,BUY,,,,NEUTRAL,0.0011257142857143013,0,0,1,0,1,BUY
2023-01-01 17:00:00,1,EUR/USD,1.07876,1.08032,1.0787,1.07888,2579,1.2,1.080027,,HOLD,38.344988344988984,NEUTRAL,1.0801156769275588,1.0802709116742066,-0.00015523474664780323,-9.322554865256997e-05,-6.200919799523327e-05,SELL,,,,NEUTRAL,0.0011428571428571596,0,0,-1,0,-1,SELL
2023-01-01 18:00:00,1,EUR/USD,1.07877,1.07893,1.07769,1.07871,3390,2.0,1.0798400000000001,,HOLD,40.26927784577789,NEUTRAL,1.0798994189387037,1.0801552885872283,-0.00025586964852464256,-0.0001257543686269845,-0.00013011527989765807,SELL,,,,NEUTRAL,0.001144999999999999,0,0,-1,0,-1,SELL
2023-01-01 19:00:00,1,EUR/USD,1.07828,1.07864,1.07773,1.07863,1814,0.8,1.0796860000000001,,HOLD,41.48802017654547,NEUTRAL,1.0797041237173646,1.0800423042474336,-0.00033818053006906545,-0.0001682396009154007,-0.00016994092915366475,SELL,1.080104,1.0817319066312292,1.0784760933687707,NEUTRAL,0.0011635714285714225,0,0,-1,0,-1,SELL
2023-01-01 20:00:00,1,EUR/USD,1.07879,1.08002,1.07859,1.07869,2929,2.0,1.0796290000000002,,HOLD,34.64788732394386,NEUTRAL,1.079548104683924,1.0799421335624384,-0.0003940288785144741,-0.0002133974564352154,-0.0001806314220792587,SELL,1.0800115,1.081742094969185,1.0782809050308149,NEUTRAL,0.0011549999999999855,0,0,-1,0,-1,SELL
2023-01-01 21:00:00,1,EUR/USD,1.07718,1.07785,1.07681,1.07743,4387,1.7,1.079466,,HOLD,27.607361963190883,BUY,1.0792222424248588,1.0797560495948504,-0.0005338071699916291,-0.00027747939914649815,-0.000256327770845131,SELL,1.079869,1.0819419831034933,1.0777960168965066,BUY,0.0012471428571428436,0,1,-1,1,1,BUY
2023-01-01 22:00:00,1,EUR/USD,1.07965,1.0797,1.07863,1.07895,1816,0.8,1.0794160000000002,,HOLD,41.11232279171212,NEUTRAL,1.0791803589748805,1.0796963422174541,-0.0005159832425736255,-0.00032518016783192365,-0.00019080307474170184,SELL,1.0797895,1.0818760430993064,1.0777029569006935,NEUTRAL,0.0013271428571428442,0,0,-1,0,-1,SELL
2023-01-01 23:00:00,1,EUR/USD,1.07834,1.07925,1.07786,1.07833,2483,1.1,1.079135,,HOLD,40.19189765458406,NEUTRAL,1.0790495345172066,1.0795951316828278,-0.0005455971656211922,-0.00036926356738977735,-0.00017633359823141485,SELL,1.0796620000000001,1.081779382694197,1.0775446173058032,NEUTRAL,0.001362857142857126,0,0,-1,0,-1,SELL
2023-01-02 00:00:00,1,EUR/USD,1.07769,1.07769,1.07669,1.07719,2014,1.9,1.078764,,HOLD,39.229968782518256,NEUTRAL,1.0787634522837903,1.079416973780396,-0.0006535214966056913,-0.0004261151532329602,-0.00022740634337273106,SELL,1.0795065,1.0818691860272067,1.0771438139727931,NEUTRAL,0.0014021428571428438,0,0,-1,0,-1,SELL
2023-01-02 01:00:00,1,EUR/USD,1.07718,1.07718,1.07654,1.07684,3878,1.5,1.0784120000000001,,HOLD,38.62704918032843,NEUTRAL,1.0784675365478227,1.0792260868337,-0.0007585502858773463,-0.0004926021797618374,-0.00026594810611550886,SELL,1.0793495,1.0819816452127595,1.0767173547872404,NEUTRAL,0.0013685714285714174,0,0,-1,0,-1,SELL
2023-01-02 02:00:00,1,EUR/USD,1.07536,1.07536,1.07497,1.07511,1606,1.7,1.0778760000000003,,HOLD,30.450450450450205,NEUTRAL,1.0779509924635422,1.0789211915126853,-0.0009701990491430834,-0.0005881215536380867,-0.0003820774955049967,SELL,1.0790615000000001,1.0822041256203174,1.0759188743796828,BUY,0.001438571428571416,0,0,-1,1,0,HOLD
2023-01-02 03:00:00,1,EUR/USD,1.07376,1.07402,1.07304,1.07369,4553,0.8,1.077357,,HOLD,15.60480147737752,BUY,1.0772954551614589,1.0785336958450789,-0.0012382406836199955,-0.0007181453796344685,-0.000520095303985527,SELL,1.0786919999999998,1.0825022222617862,1.0748817777382134,BUY,0.001449999999999983,0,1,-1,1,1,BUY
2023-01-02 04:00:00,1,EUR/USD,1.07416,1.07439,1.073,1.07401,1643,1.7,1.076887,,HOLD,18.423464711273056,BUY,1.0767900005212345,1.078198607263962,-0.0014086067427274696,-0.0008562376522530688,-0.0005523690904744008,SELL,1.0783635,1.082597643298672,1.0741293567013281,BUY,0.0014749999999999883,0,1,-1,1,1,BUY
2023-01-02 05:00:00,1,EUR/USD,1.07496,1.07511,1.0741,1.07471,5620,1.8,1.076495,,HOLD,24.480578139114826,BUY,1.0764700004410446,1.0779401919110758,-0.0014701914700312457,-0.0009790284158087042,-0.0004911630542225416,SELL,1.0780904999999998,1.0825331614830116,1.073647838516988,NEUTRAL,0.001470000000000003,0,1,-1,0,0,HOLD
2023-01-02 06:00:00,1,EUR/USD,1.07535,1.07661,1.07535,1.07559,1910,2.0,1.076185,,HOLD,29.391891891891646,BUY,1.0763346157578069,1.0777661036213664,-0.0014314878635595107,-0.0010695203053588656,-0.00036196755820064514,SELL,1.0779070000000002,1.0824483473539777,1.0733656526460227,NEUTRAL,0.0015414285714285825,0,1,-1,0,0,HOLD
